      Step     Time          Energy          fmax
BFGS:    0 17:18:54  -378221.960073       33.278351
BFGS:    1 17:57:57  -378224.797325        4.896189
BFGS:    2 18:37:39  -378225.037835        3.304926
BFGS:    3 19:19:14  -378225.492581       19.248280
BFGS:    4 20:00:40  -378225.583952        3.443768
BFGS:    5 20:41:33  -378225.746891        1.701110
BFGS:    6 21:22:01  -378226.047420        3.781778
BFGS:    7 22:03:16  -378226.208270        1.483101
BFGS:    8 22:44:23  -378226.314595        1.529191
BFGS:    9 23:24:45  -378226.374518        1.432169
BFGS:   10 00:05:25  -378226.394696        1.196661
BFGS:   11 00:45:55  -378226.410858        0.854830
BFGS:   12 01:26:22  -378226.436491        0.786873
BFGS:   13 02:06:43  -378226.463179        1.032573
BFGS:   14 02:47:04  -378226.485575        0.739041
BFGS:   15 03:28:19  -378226.507942        0.688991
BFGS:   16 04:09:53  -378226.518027        0.829723
BFGS:   17 04:51:19  -378226.536613        0.807775
BFGS:   18 05:32:06  -378226.553124        0.573777
BFGS:   19 06:13:21  -378226.562218        0.337715
BFGS:   20 06:54:22  -378226.568033        0.402572
BFGS:   21 07:35:22  -378226.575588        0.435110
BFGS:   22 08:16:44  -378226.584350        0.429199
BFGS:   23 08:58:23  -378226.589959        0.274833
BFGS:   24 09:40:12  -378226.594297        0.296066
BFGS:   25 10:21:59  -378226.597160        0.316900
BFGS:   26 11:04:26  -378226.600388        0.360742
BFGS:   27 11:47:29  -378226.602350        0.294809
BFGS:   28 12:31:24  -378226.603782        0.213139
BFGS:   29 13:15:40  -378226.604281        0.190425
BFGS:   30 14:00:17  -378226.605216        0.245719
BFGS:   31 14:45:00  -378226.606354        0.185325
BFGS:   32 15:29:57  -378226.607734        0.154352
BFGS:   33 16:15:24  -378226.608841        0.147989
BFGS:   34 17:00:41  -378226.609883        0.168910
BFGS:   35 17:46:02  -378226.610383        0.172010
BFGS:   36 18:31:43  -378226.610786        0.158927
BFGS:   37 19:17:56  -378226.610719        0.155459
BFGS:   38 20:04:26  -378226.611233        0.150728
BFGS:   39 20:51:40  -378226.611517        0.143714
BFGS:   40 21:38:31  -378226.612388        0.134978
BFGS:   41 22:25:38  -378226.612511        0.163042
BFGS:   42 23:13:47  -378226.612691        0.140146
BFGS:   43 00:01:43  -378226.612293        0.160593
BFGS:   44 00:50:39  -378226.612191        0.131241
BFGS:   45 01:40:42  -378226.611453        0.158352
BFGS:   46 02:30:45  -378226.611903        0.114379
BFGS:   47 03:21:47  -378226.611713        0.119636
BFGS:   48 04:13:11  -378226.612035        0.120088
BFGS:   49 05:05:13  -378226.612479        0.109035
BFGS:   50 05:57:37  -378226.612839        0.098565
BFGS:   51 06:50:40  -378226.613361        0.094237
BFGS:   52 07:44:14  -378226.613920        0.085526
BFGS:   53 08:38:26  -378226.614523        0.090795
BFGS:   54 09:33:47  -378226.614846        0.075776
BFGS:   55 10:31:04  -378226.614965        0.069001
BFGS:   56 11:28:28  -378226.614994        0.087805
BFGS:   57 12:26:39  -378226.615122        0.101175
BFGS:   58 13:25:44  -378226.615317        0.090649
BFGS:   59 14:26:34  -378226.615540        0.098894
BFGS:   60 15:28:31  -378226.615784        0.076195
BFGS:   61 16:32:03  -378226.616064        0.054085
