      Step     Time          Energy          fmax
BFGS:    0 14:59:27  -377632.681101        0.034481
BFGS:    1 15:34:36  -377632.681083        0.034294
BFGS:    2 16:09:55  -377632.680848        0.032026
BFGS:    3 16:45:19  -377632.680790        0.031411
BFGS:    4 17:20:38  -377632.680270        0.025001
BFGS:    5 17:56:11  -377632.680067        0.021867
BFGS:    6 18:31:50  -377632.679906        0.018619
BFGS:    7 19:07:14  -377632.679859        0.017161
BFGS:    8 19:42:37  -377632.679659        0.015775
BFGS:    9 20:18:06  -377632.679615        0.012609
BFGS:   10 20:53:56  -377632.679570        0.013856
BFGS:   11 21:29:23  -377632.679553        0.016008
BFGS:   12 22:04:56  -377632.679546        0.011114
BFGS:   13 22:40:33  -377632.679541        0.007950
