      Step     Time          Energy          fmax
BFGS:    0 12:11:19  -377632.568487        0.031490
BFGS:    1 12:56:51  -377632.568477        0.031332
BFGS:    2 13:42:19  -377632.568210        0.028981
BFGS:    3 14:27:36  -377632.568148        0.028247
BFGS:    4 15:12:59  -377632.567679        0.020555
BFGS:    5 15:58:38  -377632.567549        0.017061
BFGS:    6 16:44:21  -377632.567471        0.014777
BFGS:    7 17:30:04  -377632.567420        0.013467
BFGS:    8 18:15:36  -377632.567335        0.015854
BFGS:    9 19:01:41  -377632.567280        0.017932
BFGS:   10 19:47:22  -377632.567269        0.014373
BFGS:   11 20:32:55  -377632.567274        0.010998
BFGS:   12 21:18:35  -377632.567283        0.009221
