      Step     Time          Energy          fmax
BFGS:    0 14:13:15  -377632.620428        0.990703
BFGS:    1 14:51:46  -377632.645347        0.786882
BFGS:    2 15:29:00  -377632.670505        0.278716
BFGS:    3 16:05:51  -377632.671894        0.260530
BFGS:    4 16:41:47  -377632.675060        0.312866
BFGS:    5 17:18:17  -377632.677238        0.244159
BFGS:    6 17:54:23  -377632.679215        0.133550
BFGS:    7 18:31:28  -377632.680298        0.128502
BFGS:    8 19:08:06  -377632.680964        0.117779
BFGS:    9 19:44:32  -377632.681050        0.100393
BFGS:   10 20:20:47  -377632.681071        0.060722
BFGS:   11 20:56:58  -377632.681110        0.052757
BFGS:   12 21:32:54  -377632.681145        0.060856
BFGS:   13 22:08:36  -377632.681162        0.055675
BFGS:   14 22:44:32  -377632.681154        0.043349
BFGS:   15 23:20:15  -377632.681165        0.028572
BFGS:   16 23:56:26  -377632.681184        0.022640
BFGS:   17 00:32:06  -377632.681192        0.021415
BFGS:   18 01:07:54  -377632.681181        0.023530
BFGS:   19 01:43:55  -377632.681181        0.018573
BFGS:   20 02:19:52  -377632.681183        0.017588
BFGS:   21 02:56:02  -377632.681180        0.018843
BFGS:   22 03:32:32  -377632.681172        0.014806
BFGS:   23 04:09:09  -377632.681169        0.014247
BFGS:   24 04:46:38  -377632.681170        0.013325
BFGS:   25 05:24:05  -377632.681175        0.016711
BFGS:   26 06:01:39  -377632.681174        0.014070
BFGS:   27 06:39:42  -377632.681161        0.011932
BFGS:   28 07:18:14  -377632.681157        0.010687
BFGS:   29 07:56:38  -377632.681152        0.014806
BFGS:   30 08:35:09  -377632.681145        0.014411
BFGS:   31 09:14:11  -377632.681123        0.011546
BFGS:   32 09:53:10  -377632.681116        0.011139
BFGS:   33 10:32:21  -377632.681111        0.011567
BFGS:   34 11:12:13  -377632.681110        0.014105
BFGS:   35 11:53:00  -377632.681108        0.010413
BFGS:   36 12:33:19  -377632.681101        0.008395
