## SLURM PROLOG ###############################################################
##    Job ID : 221617
##  Job Name : irc_fwd
##  Nodelist : node[1734-1737]
##      CPUs : 128
##  Mem/Node : 98304 MB
## Directory : /oscar/scratch/kbadger1/Saddleclimb_example/XNO-H-XC/irc/forward
##   Job Started : Thu Jan 29 11:08:33 PM EST 2026
###############################################################################
/users/kbadger1/anaconda3/envs/ase/lib/python3.13/site-packages/sella/peswrapper.py:325: RuntimeWarning: invalid value encountered in scalar divide
  ratio = df_actual / df_pred
     Step     Time          Energy          fmax
IRC:    0 23:44:13  -378859.231111        0.010550
IRC:    1 23:59:06  -378859.283944        1.051433
IRC:    2 00:12:55  -378859.448610        2.038614
IRC:    3 00:27:23  -378859.690153        2.458601
IRC:    4 00:41:27  -378859.939518        2.538805
IRC:    5 00:55:44  -378860.141707        2.429342
IRC:    6 01:09:48  -378860.297086        2.138313
IRC:    7 01:23:19  -378860.421978        1.822480
IRC:    8 01:36:53  -378860.521526        1.555790
IRC:    9 01:45:48  -378860.598072        1.357309
IRC:   10 01:54:54  -378860.655182        1.209003
IRC:   11 02:03:55  -378860.697743        1.085507
IRC:   12 02:12:53  -378860.730904        0.976563
IRC:   13 02:21:53  -378860.758563        0.880746
IRC:   14 02:30:48  -378860.782909        0.902106
IRC:   15 02:35:17  -378860.805000        0.904411
IRC:   16 02:39:48  -378860.825347        0.889850
IRC:   17 02:44:19  -378860.844227        0.864252
IRC:   18 02:49:01  -378860.861811        0.831927
IRC:   19 02:53:47  -378860.878221        0.795848
IRC:   20 02:58:26  -378860.893550        0.758311
IRC:   21 03:03:05  -378860.907874        0.720196
IRC:   22 03:07:42  -378860.921261        0.689444
IRC:   23 03:12:21  -378860.933774        0.681069
IRC:   24 03:16:57  -378860.945472        0.670710
IRC:   25 03:21:35  -378860.956412        0.658658
IRC:   26 03:26:13  -378860.966648        0.645255
IRC:   27 03:30:48  -378860.976235        0.630788
IRC:   28 03:35:24  -378860.985223        0.615399
IRC:   29 03:40:00  -378860.993664        0.599294
IRC:   30 03:44:33  -378861.001601        0.582583
IRC:   31 03:49:13  -378861.009077        0.565492
IRC:   32 03:53:52  -378861.016132        0.548042
IRC:   33 03:58:27  -378861.022798        0.530351
IRC:   34 04:03:04  -378861.029107        0.512581
IRC:   35 04:07:41  -378861.035087        0.494812
IRC:   36 04:12:16  -378861.040761        0.477036
IRC:   37 04:16:52  -378861.046150        0.459385
IRC:   38 04:21:30  -378861.051272        0.441931
IRC:   39 04:26:06  -378861.056145        0.424685
IRC:   40 04:30:47  -378861.060781        0.407640
IRC:   41 04:35:25  -378861.065192        0.390821
IRC:   42 04:40:05  -378861.069389        0.374179
IRC:   43 04:44:43  -378861.073383        0.357731
IRC:   44 04:49:27  -378861.077180        0.341437
IRC:   45 04:54:08  -378861.080789        0.325322
IRC:   46 04:58:52  -378861.084214        0.309256
IRC:   47 05:03:32  -378861.087463        0.293353
IRC:   48 05:08:13  -378861.090539        0.277684
IRC:   49 05:12:52  -378861.093447        0.262064
IRC:   50 05:17:32  -378861.096190        0.246601
IRC:   51 05:22:12  -378861.098773        0.231369
IRC:   52 05:26:54  -378861.101199        0.216236
IRC:   53 05:31:34  -378861.103471        0.201480
IRC:   54 05:36:15  -378861.105593        0.186772
IRC:   55 05:40:59  -378861.107565        0.172637
IRC:   56 05:45:37  -378861.109391        0.158218
IRC:   57 05:55:01  -378861.111075        0.144378
IRC:   58 05:59:40  -378861.112616        0.131047
IRC:   59 06:04:21  -378861.114017        0.117601
IRC:   60 06:09:02  -378861.115281        0.104894
IRC:   61 06:13:45  -378861.116409        0.092261
IRC:   62 06:18:24  -378861.117403        0.080159
IRC:   63 06:23:05  -378861.118264        0.068082
IRC:   64 06:27:48  -378861.118993        0.056552
IRC:   65 06:32:27  -378861.119594        0.045136
IRC:   66 06:37:08  -378861.120067        0.034165
IRC:   67 06:41:51  -378861.120414        0.023350
IRC:   68 06:46:33  -378861.120636        0.012921
IRC:   69 06:51:13  -378861.120736        0.003129
