      Step     Time          Energy          fmax
BFGS:    0 16:50:58  -378146.504337        0.090364
BFGS:    1 17:36:48  -378146.504460        0.062654
BFGS:    2 18:22:51  -378146.504493        0.066473
BFGS:    3 19:09:13  -378146.504440        0.082663
BFGS:    4 19:55:39  -378146.504386        0.074196
BFGS:    5 20:41:58  -378146.504241        0.080200
BFGS:    6 21:28:00  -378146.503760        0.094423
BFGS:    7 22:14:27  -378146.502895        0.131903
BFGS:    8 23:00:56  -378146.497805        0.893158
BFGS:    9 23:47:20  -378146.423319        1.017607
BFGS:   10 00:33:22  -378146.490361        0.840489
BFGS:   11 01:19:31  -378146.489170        0.834343
BFGS:   12 02:06:05  -378146.475489        0.760953
BFGS:   13 02:52:30  -378146.472400        0.746277
BFGS:   14 03:39:10  -378146.457570        0.679961
BFGS:   15 04:25:00  -378146.452046        0.658055
BFGS:   16 05:10:48  -378146.444561        0.633969
BFGS:   17 05:57:05  -378146.439769        0.622953
BFGS:   18 06:43:26  -378146.436447        0.618193
BFGS:   19 07:30:20  -378146.435817        0.619168
BFGS:   20 08:17:01  -378146.436485        0.621751
BFGS:   21 09:04:05  -378146.437266        0.620726
BFGS:   22 09:50:59  -378146.437687        0.612819
BFGS:   23 10:38:35  -378146.438166        0.599726
BFGS:   24 11:27:11  -378146.439568        0.587043
BFGS:   25 12:15:51  -378146.441957        0.576060
BFGS:   26 13:05:32  -378146.445337        0.568439
BFGS:   27 13:55:01  -378146.449082        0.560308
BFGS:   28 14:44:26  -378146.452746        0.546892
BFGS:   29 15:34:12  -378146.455747        0.530618
BFGS:   30 16:24:22  -378146.456072        0.210508
BFGS:   31 17:14:22  -378146.456259        0.258807
BFGS:   32 18:05:22  -378146.456584        0.229604
BFGS:   33 18:56:06  -378146.456210        0.169215
BFGS:   34 19:47:40  -378146.455800        0.153330
BFGS:   35 20:39:40  -378146.454398        0.133699
BFGS:   36 21:31:57  -378146.453408        0.163933
BFGS:   37 22:24:37  -378146.452355        0.159197
BFGS:   38 23:17:43  -378146.451849        0.104822
BFGS:   39 00:11:16  -378146.451957        0.115611
BFGS:   40 01:05:15  -378146.452633        0.133704
BFGS:   41 01:59:39  -378146.453308        0.125896
BFGS:   42 02:55:16  -378146.453182        0.087963
BFGS:   43 03:50:40  -378146.452785        0.097545
BFGS:   44 04:47:07  -378146.452760        0.084523
BFGS:   45 05:43:21  -378146.452942        0.091084
BFGS:   46 06:40:27  -378146.453132        0.100250
BFGS:   47 07:38:17  -378146.453533        0.114540
BFGS:   48 08:36:50  -378146.454151        0.091142
BFGS:   49 09:35:50  -378146.454401        0.100101
BFGS:   50 10:36:09  -378146.453877        0.101238
BFGS:   51 11:35:47  -378146.453162        0.142354
BFGS:   52 12:37:27  -378146.453294        0.113052
BFGS:   53 13:39:10  -378146.453621        0.068827
BFGS:   54 14:42:15  -378146.453626        0.070153
BFGS:   55 15:46:39  -378146.453674        0.095682
