      Step     Time          Energy          fmax
BFGS:    0 14:09:58   -82403.046345        0.077620
BFGS:    1 16:39:42   -82403.046438        0.086545
BFGS:    2 19:12:47   -82403.046467        0.057632
BFGS:    3 21:44:13   -82403.046381        0.081439
BFGS:    4 00:14:38   -82403.046378        0.078716
BFGS:    5 02:44:14   -82403.046420        0.052555
BFGS:    6 05:13:56   -82403.046419        0.069657
BFGS:    7 07:45:51   -82403.046446        0.075752
BFGS:    8 10:17:35   -82403.046541        0.046538
BFGS:    9 12:45:26   -82403.046580        0.034744
BFGS:   10 15:15:25   -82403.046510        0.063227
BFGS:   11 17:47:48   -82403.046400        0.100978
BFGS:   12 20:21:06   -82403.046409        0.106650
BFGS:   13 22:53:31   -82403.046632        0.083205
BFGS:   14 01:27:54   -82403.046735        0.089172
BFGS:   15 04:00:22   -82403.046429        0.133973
BFGS:   16 06:38:00   -82403.045548        0.239688
BFGS:   17 09:13:30   -82403.044955        0.292005
BFGS:   18 11:47:52   -82403.045853        0.203170
BFGS:   19 14:25:13   -82403.046494        0.209150
BFGS:   20 17:01:12   -82403.046016        0.215157
BFGS:   21 19:39:49   -82403.045807        0.242035
BFGS:   22 22:25:00   -82403.046689        0.150178
BFGS:   23 01:10:15   -82403.046458        0.181840
BFGS:   24 03:49:15   -82403.035288        0.731338
BFGS:   25 06:31:30   -82403.043293        0.443089
BFGS:   26 09:18:01   -82403.046519        0.223388
