## SLURM PROLOG ###############################################################
##    Job ID : 8515628
##  Job Name : test
##  Nodelist : node2313
##      CPUs : 48
##  Mem/Node : 98304 MB
## Directory : /oscar/scratch/kbadger1/SaddleClimb/examples/CH_to_C_H/minimizations/final
##   Job Started : Fri Feb 21 08:31:54 PM EST 2025
###############################################################################
      Step     Time          Energy          fmax
BFGS:    0 20:37:08  -377886.511013        2.896493
BFGS:    1 20:42:12  -377886.836941        2.777974
BFGS:    2 20:47:41  -377887.954496        2.053632
BFGS:    3 20:53:22  -377888.257390        3.907766
BFGS:    4 20:58:41  -377888.750866        2.984636
BFGS:    5 21:04:05  -377889.257009        3.028337
BFGS:    6 21:09:23  -377889.467399        0.892172
BFGS:    7 21:14:49  -377889.511524        0.958403
BFGS:    8 21:20:09  -377889.569197        0.872410
BFGS:    9 21:25:31  -377889.677772        0.776818
BFGS:   10 21:30:55  -377889.718857        0.632491
BFGS:   11 21:36:17  -377889.779602        0.581660
BFGS:   12 21:41:48  -377889.830644        0.707086
BFGS:   13 21:47:14  -377889.899927        0.800528
BFGS:   14 21:52:44  -377889.932450        0.521500
BFGS:   15 21:57:43  -377889.950967        0.278972
BFGS:   16 22:02:44  -377889.961911        0.336265
BFGS:   17 22:08:13  -377889.973138        0.464507
BFGS:   18 22:13:39  -377889.984931        0.395504
BFGS:   19 22:19:10  -377889.993681        0.215675
BFGS:   20 22:24:31  -377890.000721        0.233244
BFGS:   21 22:29:58  -377890.008152        0.261497
BFGS:   22 22:35:27  -377890.016658        0.281797
BFGS:   23 22:40:56  -377890.023321        0.191457
BFGS:   24 22:46:23  -377890.027136        0.149638
BFGS:   25 22:51:52  -377890.029971        0.136892
BFGS:   26 22:57:17  -377890.032748        0.193248
BFGS:   27 23:02:49  -377890.035109        0.159654
BFGS:   28 23:08:13  -377890.036588        0.072751
BFGS:   29 23:13:34  -377890.037477        0.060006
BFGS:   30 23:19:01  -377890.038380        0.096568
BFGS:   31 23:24:22  -377890.039584        0.128041
BFGS:   32 23:29:50  -377890.040802        0.116232
BFGS:   33 23:35:18  -377890.041631        0.071116
BFGS:   34 23:40:46  -377890.042228        0.054099
BFGS:   35 23:46:17  -377890.042794        0.075420
BFGS:   36 23:51:48  -377890.043483        0.086799
BFGS:   37 23:57:17  -377890.044240        0.069505
BFGS:   38 00:02:46  -377890.044923        0.061506
BFGS:   39 00:08:14  -377890.045471        0.051932
BFGS:   40 00:13:49  -377890.045948        0.059673
BFGS:   41 00:19:12  -377890.046413        0.063244
BFGS:   42 00:24:45  -377890.046812        0.054907
BFGS:   43 00:30:13  -377890.047088        0.036323
BFGS:   44 00:35:42  -377890.047286        0.047676
BFGS:   45 00:41:04  -377890.047501        0.060405
BFGS:   46 00:46:34  -377890.047789        0.064422
BFGS:   47 00:52:00  -377890.048051        0.046794
BFGS:   48 00:57:33  -377890.048239        0.027734
BFGS:   49 01:03:02  -377890.048398        0.036335
BFGS:   50 01:08:32  -377890.048603        0.041961
BFGS:   51 01:14:07  -377890.048851        0.048766
BFGS:   52 01:19:34  -377890.049061        0.035447
BFGS:   53 01:25:09  -377890.049180        0.024900
BFGS:   54 01:30:39  -377890.049274        0.030092
BFGS:   55 01:36:08  -377890.049382        0.037073
BFGS:   56 01:41:35  -377890.049497        0.036586
BFGS:   57 01:46:57  -377890.049583        0.021204
BFGS:   58 01:52:23  -377890.049650        0.017908
BFGS:   59 01:57:50  -377890.049716        0.026554
BFGS:   60 02:03:14  -377890.049799        0.034014
BFGS:   61 02:08:35  -377890.049866        0.025448
BFGS:   62 02:13:58  -377890.049909        0.016913
BFGS:   63 02:19:25  -377890.049941        0.015719
BFGS:   64 02:24:53  -377890.049989        0.031050
BFGS:   65 02:30:19  -377890.050060        0.041272
BFGS:   66 02:35:47  -377890.050138        0.034564
BFGS:   67 02:41:14  -377890.050196        0.015148
BFGS:   68 02:46:42  -377890.050224        0.013646
BFGS:   69 02:52:10  -377890.050251        0.017643
BFGS:   70 02:57:44  -377890.050278        0.021382
BFGS:   71 03:03:10  -377890.050297        0.013934
BFGS:   72 03:08:38  -377890.050308        0.005752
