      Step     Time          Energy          fmax
BFGS:    0 20:55:32  -377632.508412        0.979872
BFGS:    1 21:35:46  -377632.532371        0.779709
BFGS:    2 22:15:40  -377632.557669        0.285431
BFGS:    3 22:55:33  -377632.559130        0.252439
BFGS:    4 23:35:46  -377632.562373        0.307278
BFGS:    5 00:15:57  -377632.564768        0.243867
BFGS:    6 00:56:12  -377632.566936        0.139202
BFGS:    7 01:36:24  -377632.568098        0.135443
BFGS:    8 02:17:03  -377632.568278        0.117816
BFGS:    9 02:57:38  -377632.568369        0.105253
BFGS:   10 03:37:59  -377632.568412        0.061145
BFGS:   11 04:19:40  -377632.568473        0.050386
BFGS:   12 05:00:46  -377632.568505        0.058339
BFGS:   13 05:41:05  -377632.568531        0.053713
BFGS:   14 06:22:47  -377632.568532        0.039842
BFGS:   15 07:04:13  -377632.568548        0.025815
BFGS:   16 07:45:34  -377632.568559        0.021439
BFGS:   17 08:27:12  -377632.568560        0.020066
BFGS:   18 09:08:44  -377632.568547        0.016130
BFGS:   19 09:50:16  -377632.568540        0.013828
BFGS:   20 10:32:16  -377632.568534        0.015582
BFGS:   21 11:14:14  -377632.568517        0.016476
BFGS:   22 11:56:13  -377632.568514        0.013704
BFGS:   23 12:38:33  -377632.568522        0.014289
BFGS:   24 13:21:58  -377632.568518        0.015931
BFGS:   25 14:04:59  -377632.568522        0.016651
BFGS:   26 14:48:09  -377632.568510        0.015268
BFGS:   27 15:31:51  -377632.568510        0.016192
BFGS:   28 16:15:47  -377632.568517        0.013552
BFGS:   29 16:59:55  -377632.568510        0.015567
BFGS:   30 17:44:56  -377632.568504        0.014737
BFGS:   31 18:29:23  -377632.568494        0.011610
BFGS:   32 19:14:24  -377632.568487        0.010109
BFGS:   33 20:01:02  -377632.568465        0.026308
BFGS:   34 20:48:09  -377632.568468        0.022229
BFGS:   35 21:35:15  -377632.568479        0.010404
BFGS:   36 22:23:01  -377632.568481        0.008843
