## SLURM PROLOG ###############################################################
##    Job ID : 8511872
##  Job Name : test
##  Nodelist : node1943
##      CPUs : 48
##  Mem/Node : 98304 MB
## Directory : /oscar/scratch/kbadger1/SaddleClimb/examples/CH_to_C_H/minimizations/init
##   Job Started : Fri Feb 21 05:32:21 PM EST 2025
###############################################################################
      Step     Time          Energy          fmax
BFGS:    0 17:38:20  -377889.455308        8.689958
BFGS:    1 17:44:11  -377890.198007        2.303936
BFGS:    2 17:49:38  -377890.434339        2.562058
BFGS:    3 17:55:02  -377890.783226        2.586471
BFGS:    4 18:00:35  -377890.906590        1.223015
BFGS:    5 18:06:06  -377890.972252        1.047499
BFGS:    6 18:11:42  -377890.991948        0.647424
BFGS:    7 18:17:09  -377891.021920        0.250569
BFGS:    8 18:22:39  -377891.025842        0.237981
BFGS:    9 18:28:14  -377891.030039        0.150420
BFGS:   10 18:33:49  -377891.031982        0.089612
BFGS:   11 18:39:22  -377891.033124        0.089669
BFGS:   12 18:44:52  -377891.034213        0.108517
BFGS:   13 18:50:30  -377891.035633        0.100755
BFGS:   14 18:56:08  -377891.037241        0.085329
BFGS:   15 19:01:42  -377891.038590        0.099105
BFGS:   16 19:07:13  -377891.039565        0.088332
BFGS:   17 19:12:52  -377891.040331        0.078171
BFGS:   18 19:18:26  -377891.040774        0.036044
BFGS:   19 19:24:05  -377891.040974        0.027701
BFGS:   20 19:29:42  -377891.041104        0.028481
BFGS:   21 19:35:15  -377891.041247        0.031040
BFGS:   22 19:40:49  -377891.041392        0.024095
BFGS:   23 19:46:25  -377891.041498        0.018435
BFGS:   24 19:51:56  -377891.041567        0.016991
BFGS:   25 19:57:29  -377891.041635        0.020168
BFGS:   26 20:03:07  -377891.041708        0.020225
BFGS:   27 20:08:42  -377891.041758        0.012329
BFGS:   28 20:14:19  -377891.041781        0.007631
