      Step     Time          Energy          fmax
BFGS:    0 17:58:22   -82401.628783        0.173444
BFGS:    1 19:59:45   -82401.628218        0.166775
BFGS:    2 21:57:01   -82401.623586        0.142263
BFGS:    3 23:56:08   -82401.620803        0.134791
BFGS:    4 01:56:13   -82401.618776        0.153247
BFGS:    5 03:54:53   -82401.615662        0.179485
BFGS:    6 05:59:28   -82401.615140        0.117977
BFGS:    7 08:01:36   -82401.615195        0.080807
BFGS:    8 10:02:51   -82401.615201        0.070206
BFGS:    9 12:01:32   -82401.615088        0.057662
BFGS:   10 14:00:55   -82401.615072        0.072620
BFGS:   11 15:58:46   -82401.615206        0.062776
BFGS:   12 17:58:01   -82401.615241        0.050450
BFGS:   13 19:56:27   -82401.615193        0.060066
BFGS:   14 21:56:02   -82401.615234        0.052808
BFGS:   15 23:56:23   -82401.615313        0.049998
BFGS:   16 01:58:43   -82401.615343        0.059050
BFGS:   17 03:54:14   -82401.615403        0.053491
BFGS:   18 05:44:42   -82401.615473        0.046218
BFGS:   19 07:38:02   -82401.615505        0.051885
BFGS:   20 09:29:42   -82401.615485        0.043427
BFGS:   21 11:23:10   -82401.615473        0.042879
BFGS:   22 13:18:17   -82401.615493        0.032726
BFGS:   23 15:14:47   -82401.615520        0.042127
