      Step     Time          Energy          fmax
BFGS:    0 13:41:38   -82403.067904        0.248513
BFGS:    1 16:09:35   -82403.067966        0.149885
BFGS:    2 18:37:54   -82403.067729        0.171833
BFGS:    3 21:04:06   -82403.067677        0.198646
BFGS:    4 23:27:22   -82403.067584        0.211929
BFGS:    5 01:54:39   -82403.067130        0.160582
BFGS:    6 04:21:29   -82403.067000        0.108931
BFGS:    7 06:47:52   -82403.066884        0.145038
BFGS:    8 09:16:23   -82403.066627        0.161127
BFGS:    9 11:45:02   -82403.066423        0.107769
BFGS:   10 14:09:17   -82403.066390        0.092828
BFGS:   11 16:37:40   -82403.066387        0.097687
BFGS:   12 19:07:16   -82403.066291        0.104940
BFGS:   13 21:38:25   -82403.066248        0.068276
BFGS:   14 00:11:09   -82403.066294        0.082456
BFGS:   15 02:45:27   -82403.066285        0.088051
BFGS:   16 05:20:54   -82403.066176        0.097012
BFGS:   17 07:55:44   -82403.066161        0.081660
BFGS:   18 10:31:16   -82403.066304        0.053783
BFGS:   19 13:08:15   -82403.066349        0.067390
BFGS:   20 15:47:01   -82403.066258        0.078554
BFGS:   21 18:24:50   -82403.066229        0.090312
BFGS:   22 21:05:37   -82403.066372        0.048817
BFGS:   23 23:47:18   -82403.066429        0.042097
BFGS:   24 02:26:45   -82403.066376        0.056554
BFGS:   25 05:10:53   -82403.066279        0.090232
BFGS:   26 07:58:17   -82403.066338        0.086542
BFGS:   27 10:47:39   -82403.066490        0.047464
