      Step     Time          Energy          fmax
BFGS:    0 13:30:42   -82403.046407        0.028606
BFGS:    1 15:48:33   -82403.046413        0.032542
BFGS:    2 18:07:20   -82403.046414        0.014738
BFGS:    3 20:25:24   -82403.046410        0.018284
BFGS:    4 22:41:53   -82403.046411        0.019154
BFGS:    5 01:03:55   -82403.046414        0.017799
BFGS:    6 03:23:57   -82403.046415        0.016125
BFGS:    7 05:44:25   -82403.046409        0.023482
BFGS:    8 08:02:51   -82403.046404        0.029410
BFGS:    9 10:20:38   -82403.046414        0.022718
BFGS:   10 12:40:21   -82403.046420        0.021106
BFGS:   11 15:01:17   -82403.046413        0.026615
BFGS:   12 17:22:18   -82403.046390        0.044298
BFGS:   13 19:41:39   -82403.046407        0.037830
BFGS:   14 21:59:24   -82403.046434        0.020827
BFGS:   15 00:21:51   -82403.046435        0.020213
BFGS:   16 02:47:17   -82403.046418        0.040036
BFGS:   17 05:12:25   -82403.046419        0.042243
BFGS:   18 07:38:06   -82403.046452        0.040830
BFGS:   19 10:07:06   -82403.046472        0.035368
BFGS:   20 12:34:57   -82403.046456        0.037394
BFGS:   21 15:06:24   -82403.046452        0.046384
BFGS:   22 17:38:58   -82403.046494        0.036500
BFGS:   23 20:11:31   -82403.046537        0.030669
BFGS:   24 22:42:24   -82403.046548        0.034441
BFGS:   25 01:19:21   -82403.046558        0.043237
BFGS:   26 04:01:13   -82403.046615        0.035719
BFGS:   27 06:43:16   -82403.046647        0.035794
BFGS:   28 09:23:56   -82403.046665        0.037668
