      Step     Time          Energy          fmax
BFGS:    0 10:55:25  -377889.653532        0.036198
BFGS:    1 11:43:28  -377889.653525        0.022151
BFGS:    2 12:31:24  -377889.653477        0.021903
BFGS:    3 13:19:17  -377889.653439        0.021588
BFGS:    4 14:07:21  -377889.653315        0.023891
BFGS:    5 14:55:19  -377889.653220        0.016201
BFGS:    6 15:43:17  -377889.653108        0.025083
BFGS:    7 16:31:13  -377889.652992        0.033704
BFGS:    8 17:19:06  -377889.652823        0.034107
BFGS:    9 18:06:53  -377889.652634        0.023972
BFGS:   10 18:54:52  -377889.652448        0.015768
BFGS:   11 19:42:38  -377889.652273        0.027056
BFGS:   12 20:30:41  -377889.652071        0.028864
BFGS:   13 21:18:30  -377889.651850        0.022076
BFGS:   14 22:06:51  -377889.651660        0.011978
BFGS:   15 22:55:07  -377889.651506        0.019318
BFGS:   16 23:43:09  -377889.651358        0.025311
BFGS:   17 00:31:23  -377889.651204        0.033261
BFGS:   18 01:19:55  -377889.651068        0.030989
BFGS:   19 02:08:13  -377889.650978        0.017149
BFGS:   20 02:56:53  -377889.650907        0.015962
BFGS:   21 03:45:35  -377889.650824        0.017430
BFGS:   22 04:34:32  -377889.650708        0.019521
BFGS:   23 05:24:26  -377889.650567        0.013417
BFGS:   24 06:14:17  -377889.650403        0.016585
BFGS:   25 07:04:32  -377889.650198        0.021287
BFGS:   26 07:54:58  -377889.649949        0.028588
BFGS:   27 08:46:06  -377889.649707        0.024601
BFGS:   28 09:37:08  -377889.649547        0.017640
BFGS:   29 10:28:42  -377889.649438        0.026437
BFGS:   30 11:20:05  -377889.649303        0.035442
BFGS:   31 12:12:22  -377889.649042        0.033299
BFGS:   32 13:05:06  -377889.648585        0.024525
BFGS:   33 13:57:54  -377889.647917        0.027354
BFGS:   34 14:51:12  -377889.647092        0.023273
BFGS:   35 15:44:50  -377889.646168        0.030401
BFGS:   36 16:38:57  -377889.645336        0.022987
BFGS:   37 17:33:10  -377889.644750        0.020598
BFGS:   38 18:27:43  -377889.644428        0.018113
BFGS:   39 19:22:57  -377889.644287        0.020688
BFGS:   40 20:18:04  -377889.644204        0.014759
BFGS:   41 21:14:13  -377889.644035        0.014888
BFGS:   42 22:10:55  -377889.643736        0.010254
BFGS:   43 23:08:25  -377889.643322        0.012991
BFGS:   44 00:05:59  -377889.642943        0.013267
BFGS:   45 01:04:37  -377889.642657        0.016609
BFGS:   46 02:03:35  -377889.642590        0.011631
BFGS:   47 03:03:00  -377889.642733        0.011277
BFGS:   48 04:02:55  -377889.642964        0.008833
