      Step     Time          Energy          fmax
BFGS:    0 18:29:34   -82403.161408        0.298809
BFGS:    1 20:52:06   -82403.163175        0.331114
BFGS:    2 23:13:39   -82403.162513        0.255867
BFGS:    3 01:33:37   -82403.162368        0.247676
BFGS:    4 03:51:18   -82403.162681        0.277745
BFGS:    5 06:12:58   -82403.163423        0.254774
BFGS:    6 08:32:40   -82403.165019        0.250873
BFGS:    7 10:50:24   -82403.167950        0.307011
BFGS:    8 13:11:15   -82403.171197        0.324664
BFGS:    9 15:38:13   -82403.173837        0.205221
BFGS:   10 17:58:29   -82403.178113        0.222193
BFGS:   11 20:15:33   -82403.178286        0.285538
BFGS:   12 22:36:09   -82403.177071        0.330811
BFGS:   13 01:02:05   -82403.175920        0.249472
BFGS:   14 03:24:28   -82403.178497        0.169749
BFGS:   15 05:45:09   -82403.183468        0.304245
BFGS:   16 08:06:01   -82403.182928        0.160659
BFGS:   17 10:30:31   -82403.176144        0.191913
BFGS:   18 12:54:31   -82403.181523        0.161828
BFGS:   19 15:24:02   -82403.188049        0.233718
BFGS:   20 17:54:45   -82403.186653        0.167925
BFGS:   21 20:23:16   -82403.179447        0.457896
BFGS:   22 22:54:43   -82403.185899        0.135628
BFGS:   23 01:29:13   -82403.185267        0.158132
BFGS:   24 04:00:50   -82403.186125        0.158542
BFGS:   25 06:36:34   -82403.197755        0.458258
BFGS:   26 09:12:41   -82403.204093        0.400883
BFGS:   27 11:56:10   -82403.207055        0.472248
BFGS:   28 14:35:48   -82403.207122        0.482910
