      Step     Time          Energy          fmax
BFGS:    0 11:17:52  -378145.273489        3.620639
BFGS:    1 11:58:38  -378145.380003        2.756798
BFGS:    2 12:39:41  -378145.903729        6.996710
BFGS:    3 13:20:47  -378145.927483        2.077292
BFGS:    4 14:01:43  -378146.209246        1.739903
BFGS:    5 14:43:23  -378145.975090        5.682853
BFGS:    6 15:24:40  -378146.422313        0.918859
BFGS:    7 16:06:10  -378146.439890        0.624685
BFGS:    8 16:47:30  -378146.442994        0.789208
BFGS:    9 17:28:27  -378146.455267        0.438982
BFGS:   10 18:09:42  -378146.461732        0.397211
BFGS:   11 18:50:52  -378146.463508        0.495194
BFGS:   12 19:31:42  -378146.471765        0.444280
BFGS:   13 20:12:47  -378146.479870        0.418154
BFGS:   14 20:54:07  -378146.483177        0.288619
BFGS:   15 21:35:19  -378146.483821        0.239227
BFGS:   16 22:16:35  -378146.486064        0.234886
BFGS:   17 22:58:01  -378146.488593        0.290222
BFGS:   18 23:39:26  -378146.490262        0.174437
BFGS:   19 00:21:07  -378146.491420        0.188518
BFGS:   20 01:02:55  -378146.492865        0.152403
BFGS:   21 01:45:00  -378146.494081        0.148953
BFGS:   22 02:26:47  -378146.494651        0.135059
BFGS:   23 03:08:59  -378146.494996        0.140090
BFGS:   24 03:51:46  -378146.495555        0.153724
BFGS:   25 04:35:04  -378146.496218        0.149507
BFGS:   26 05:18:23  -378146.496739        0.103543
BFGS:   27 06:02:16  -378146.497260        0.088517
BFGS:   28 06:46:28  -378146.497950        0.094346
BFGS:   29 07:30:44  -378146.498692        0.096573
BFGS:   30 08:15:24  -378146.499246        0.076294
BFGS:   31 09:00:16  -378146.499632        0.081581
BFGS:   32 09:45:46  -378146.499970        0.069206
BFGS:   33 10:31:58  -378146.500319        0.082890
BFGS:   34 11:17:37  -378146.500677        0.079471
BFGS:   35 12:03:37  -378146.501116        0.084894
BFGS:   36 12:50:15  -378146.501739        0.088487
BFGS:   37 13:37:19  -378146.502546        0.087610
BFGS:   38 14:24:46  -378146.503401        0.074062
BFGS:   39 15:12:29  -378146.503995        0.069162
BFGS:   40 16:00:47  -378146.504337        0.086013
