      Step     Time          Energy          fmax
BFGS:    0 02:42:15   -82403.046379        0.054137
BFGS:    1 05:51:00   -82403.046392        0.045514
BFGS:    2 08:59:27   -82403.046396        0.028713
BFGS:    3 12:07:36   -82403.046394        0.037843
BFGS:    4 15:17:15   -82403.046388        0.063593
BFGS:    5 18:23:44   -82403.046391        0.049434
BFGS:    6 21:32:20   -82403.046400        0.036767
BFGS:    7 00:44:53   -82403.046403        0.033250
BFGS:    8 03:51:56   -82403.046394        0.044857
BFGS:    9 07:02:19   -82403.046397        0.046782
BFGS:   10 10:09:18   -82403.046403        0.035179
BFGS:   11 13:17:12   -82403.046404        0.029633
BFGS:   12 16:27:14   -82403.046400        0.039375
BFGS:   13 19:36:23   -82403.046406        0.039067
BFGS:   14 22:43:22   -82403.046412        0.035263
BFGS:   15 01:52:13   -82403.046410        0.028821
BFGS:   16 05:03:36   -82403.046407        0.028486
