      Step     Time          Energy          fmax
BFGS:    0 00:25:25   -82403.207122        0.482271
BFGS:    1 02:43:48   -82403.207123        0.627173
BFGS:    2 05:05:12   -82403.207125        0.453903
BFGS:    3 07:23:17   -82403.207105        0.630712
BFGS:    4 09:41:48   -82403.207099        0.316111
BFGS:    5 12:00:53   -82403.207094        0.320801
BFGS:    6 14:23:48   -82403.207065        0.488181
BFGS:    7 16:45:03   -82403.206886        0.185657
BFGS:    8 19:02:55   -82403.207059        0.237034
BFGS:    9 21:21:44   -82403.204890        0.359825
BFGS:   10 23:41:36   -82403.204210        0.192101
BFGS:   11 02:01:38   -82403.203085        0.190953
BFGS:   12 04:23:44   -82403.198393        0.458041
BFGS:   13 06:45:04   -82403.192178        0.628802
