      Step     Time          Energy          fmax
BFGS:    0 14:03:22   -82403.195444        0.359346
BFGS:    1 16:25:01   -82403.197108        0.352756
BFGS:    2 18:46:40   -82403.200675        0.362996
BFGS:    3 21:05:10   -82403.201553        0.165223
BFGS:    4 23:26:02   -82403.201632        0.172149
BFGS:    5 01:50:44   -82403.201915        0.339186
BFGS:    6 04:07:23   -82403.202414        0.288399
BFGS:    7 06:25:20   -82403.202783        0.221092
BFGS:    8 08:44:42   -82403.202353        0.180056
BFGS:    9 11:07:03   -82403.201169        0.253531
BFGS:   10 13:33:18   -82403.196980        0.397586
BFGS:   11 15:56:22   -82403.186361        0.448071
BFGS:   12 18:20:38   -82403.196369        0.217643
BFGS:   13 20:42:03   -82403.195880        0.323562
BFGS:   14 23:07:00   -82403.195577        0.333329
BFGS:   15 01:32:48   -82403.196644        0.300885
BFGS:   16 03:59:53   -82403.198950        0.128351
BFGS:   17 06:29:23   -82403.199036        0.120156
BFGS:   18 08:56:21   -82403.192712        0.254244
BFGS:   19 11:31:14   -82403.194015        0.211596
BFGS:   20 14:05:03   -82403.197504        0.177286
BFGS:   21 16:37:17   -82403.197787        0.251657
BFGS:   22 19:08:28   -82403.194500        0.385215
BFGS:   23 21:45:15   -82403.191583        0.400837
BFGS:   24 00:20:23   -82403.181062        0.316906
BFGS:   25 02:56:08   -82403.184845        0.221123
BFGS:   26 05:40:03   -82403.187323        0.221518
BFGS:   27 08:18:13   -82403.184714        0.349601
BFGS:   28 10:56:19   -82403.186720        0.273061
