             Step     Time          Energy          fmax
SaddleClimb:    0 16:55:55        7.162017        0.000889
SaddleClimb:    1 16:55:55        7.162922        0.037283
SaddleClimb:    2 16:55:55        7.165460        0.079191
SaddleClimb:    3 16:55:55        7.175278        0.198932
SaddleClimb:    4 16:55:55        7.205372        0.502260
SaddleClimb:    5 16:55:55        7.236234        0.767069
SaddleClimb:    6 16:55:55        7.239945        0.737139
SaddleClimb:    7 16:55:55        7.232492        0.631312
SaddleClimb:    8 16:55:55        7.216602        0.173865
SaddleClimb:    9 16:55:55        7.215496        0.080170
SaddleClimb:   10 16:55:55        7.214937        0.092390
SaddleClimb:   11 16:55:55        7.213817        0.067173
SaddleClimb:   12 16:55:55        7.213434        0.044495
SaddleClimb:   13 16:55:55        7.213207        0.046598
SaddleClimb:   14 16:55:55        7.212687        0.049642
SaddleClimb:   15 16:55:55        7.212003        0.038930
SaddleClimb:   16 16:55:55        7.211817        0.028947
SaddleClimb:   17 16:55:55        7.211766        0.026906
SaddleClimb:   18 16:55:55        7.211706        0.018611
SaddleClimb:   19 16:55:55        7.211657        0.010357
SaddleClimb:   20 16:55:55        7.211647        0.004541
