      Step     Time          Energy          fmax
BFGS:    0 20:50:29  -377632.337618        3.519354
BFGS:    1 21:26:24  -377632.486935        1.005551
BFGS:    2 22:02:27  -377632.502442        0.404224
BFGS:    3 22:38:07  -377632.506569        0.317921
BFGS:    4 23:13:49  -377632.508382        0.356676
BFGS:    5 23:50:22  -377632.509689        0.340111
BFGS:    6 00:26:03  -377632.511280        0.275235
BFGS:    7 01:01:35  -377632.513063        0.149235
BFGS:    8 01:37:19  -377632.513876        0.113408
BFGS:    9 02:12:58  -377632.513989        0.130463
BFGS:   10 02:48:34  -377632.514266        0.151136
BFGS:   11 03:24:38  -377632.515016        0.110377
BFGS:   12 04:00:32  -377632.515470        0.077543
BFGS:   13 04:36:32  -377632.515468        0.076508
BFGS:   14 05:12:42  -377632.515426        0.094768
BFGS:   15 05:48:56  -377632.515604        0.075071
BFGS:   16 06:25:15  -377632.515776        0.063471
BFGS:   17 07:01:31  -377632.515760        0.059416
BFGS:   18 07:37:59  -377632.515689        0.074737
BFGS:   19 08:14:16  -377632.515755        0.075860
BFGS:   20 08:50:57  -377632.515957        0.085080
BFGS:   21 09:27:20  -377632.516087        0.079415
BFGS:   22 10:04:11  -377632.516077        0.050368
BFGS:   23 10:41:24  -377632.516107        0.055137
BFGS:   24 11:19:05  -377632.516236        0.044166
BFGS:   25 11:57:01  -377632.516365        0.072773
BFGS:   26 12:35:10  -377632.516372        0.078692
BFGS:   27 13:13:06  -377632.516351        0.072949
BFGS:   28 13:51:40  -377632.516491        0.058592
BFGS:   29 14:30:11  -377632.516682        0.038416
BFGS:   30 15:09:06  -377632.516749        0.045655
BFGS:   31 15:48:01  -377632.516731        0.059122
BFGS:   32 16:27:18  -377632.516757        0.062674
BFGS:   33 17:06:48  -377632.516855        0.038235
BFGS:   34 17:47:15  -377632.516909        0.046094
BFGS:   35 18:27:58  -377632.516876        0.057402
BFGS:   36 19:08:36  -377632.516862        0.048471
BFGS:   37 19:49:49  -377632.516914        0.035952
BFGS:   38 20:31:29  -377632.516960        0.037844
BFGS:   39 21:13:36  -377632.516957        0.030295
BFGS:   40 21:55:42  -377632.516942        0.039305
BFGS:   41 22:38:17  -377632.516962        0.036220
BFGS:   42 23:21:35  -377632.517002        0.026586
BFGS:   43 00:05:45  -377632.517020        0.017065
BFGS:   44 00:50:09  -377632.517024        0.018070
BFGS:   45 01:34:40  -377632.517037        0.023117
BFGS:   46 02:19:54  -377632.517065        0.027256
BFGS:   47 03:05:55  -377632.517088        0.020118
BFGS:   48 03:51:49  -377632.517096        0.012210
BFGS:   49 04:38:25  -377632.517101        0.010335
BFGS:   50 05:25:55  -377632.517108        0.016806
BFGS:   51 06:13:48  -377632.517119        0.015469
BFGS:   52 07:02:01  -377632.517127        0.013751
BFGS:   53 07:50:38  -377632.517134        0.011748
BFGS:   54 08:40:40  -377632.517140        0.011785
BFGS:   55 09:31:06  -377632.517148        0.012128
BFGS:   56 10:22:19  -377632.517152        0.006977
